#,P1,P2,P3,P4,P5,P6,v1,v2,v3
422,24,0.1,0.05,8,0.6,13,9882.98,344,3360.23
423,24,0.1,0.05,8,0.6,28,10049.81,235.5,3409.85
424,24,0.1,0.05,8,0.6,23,9863.62,323,3355.51
425,26,0.15,0.08,11,0.7,28,8584.41,10,3048.59
426,26,0.15,0.08,11,0.7,23,8314.78,35.5,2972.76
427,26,0.15,0.08,11,0.7,18,8236.88,46,2951.17
428,26,0.15,0.08,11,0.7,13,8235.75,46,2950.86
429,26,0.2,0.11,14,0.9,28,9351.84,0,3408.67
430,23,0.15,0.14,5,0.8,28,9375.01,466,3009.93
431,23,0.15,0.14,5,0.8,23,8878.55,578,2869.03
432,26,0.05,0.05,11,0.8,13,8177.17,56.5,3017.83
433,23,0.1,0.08,11,0.6,13,9491.8,547.5,3493.38
434,26,0.05,0.05,11,0.8,18,8178.37,56.5,3018.17
435,23,0.1,0.08,11,0.6,18,9492.93,547,3493.74
436,23,0.1,0.08,11,0.6,23,9497.34,523,3497.7
437,23,0.1,0.08,11,0.6,28,9709.64,468,3562.7
438,25,0.15,0.11,14,0.7,23,8550.68,41,3258.76
439,25,0.15,0.11,14,0.7,18,8458.86,49,3231.97
440,25,0.15,0.11,14,0.7,13,8457.47,49.5,3231.56
441,26,0.05,0.05,11,0.8,23,8317.6,46,3058.4
442,26,0.05,0.05,11,0.8,28,8663.56,17.5,3156.7
443,25,0.15,0.11,14,0.7,28,8851.32,7.5,3346.76
444,25,0.05,0.08,14,0.8,13,7782.69,48,3137.75
445,22,0.1,0.11,14,0.6,13,9695.31,697,3821.4
446,22,0.1,0.11,14,0.6,18,9696.75,697,3821.89
447,22,0.1,0.11,14,0.6,23,9720.83,681.5,3834.78
448,22,0.1,0.11,14,0.6,28,9955.6,635,3910.95
449,25,0.05,0.08,14,0.8,28,8357.04,7.5,3306.43
450,25,0.05,0.08,14,0.8,23,7993.07,38,3199.1
451,25,0.05,0.08,14,0.8,18,7784.26,48.5,3138.22
452,24,0.15,0.08,11,0.6,28,9702.81,241,3443.42
453,26,0.15,0.11,2,0.9,28,7937.11,10.5,2293.05
454,22,0.15,0.08,11,0.7,13,11018.26,707.5,3964.72
455,26,0.15,0.11,2,0.9,23,7379.88,85,2149.73
456,22,0.15,0.08,11,0.7,18,11020.03,707.5,3965.3
457,22,0.15,0.08,11,0.7,23,11104.69,689,3993.64
458,26,0.15,0.11,2,0.9,18,7053.18,89,2045.08
459,22,0.15,0.08,11,0.7,28,11431.1,632,4098.14
460,26,0.15,0.11,2,0.9,13,7051.04,89.5,2044.51
461,24,0.2,0.11,14,0.8,13,9851.32,294.5,3613.29
462,24,0.2,0.11,14,0.8,18,9853.53,293,3613.95
463,24,0.15,0.08,11,0.6,18,9479.31,344.5,3377.26
464,24,0.15,0.08,11,0.6,23,9498.75,321,3383.03
465,24,0.2,0.11,14,0.8,23,10039.9,292.5,3669.24
466,24,0.2,0.11,14,0.8,28,10500.4,177,3807.55
467,24,0.15,0.08,11,0.6,13,9478.25,344.5,3376.94
468,26,0.1,0.11,5,0.8,23,6862.13,63,2233.44
469,23,0.15,0.11,14,0.6,28,9978.73,445.5,3771.89
470,26,0.1,0.11,5,0.8,18,6669.78,70,2173.2
471,23,0.15,0.11,14,0.6,23,9752.55,501,3701.49
472,25,0.2,0.14,2,0.6,18,7966.2,218.5,2276.8
473,24,0.05,0.08,2,0.7,28,8064.95,303.5,2496.17
474,26,0.1,0.11,5,0.8,28,7230.48,11,2330.52
475,25,0.15,0.14,5,0.9,28,8357.48,7,2628.69
476,25,0.2,0.14,2,0.6,13,7965.04,221,2276.48
477,25,0.15,0.14,5,0.9,23,7755.01,119.5,2467.26
478,24,0.05,0.08,2,0.7,18,7738.09,463,2400.34
479,25,0.15,0.14,5,0.9,18,7424.53,98,2359.53
480,24,0.05,0.08,2,0.7,23,7800.91,439,2421.46
481,25,0.15,0.14,5,0.9,13,7421.97,99.5,2358.82
482,24,0.05,0.08,2,0.7,13,7736.92,463.5,2399.99
483,25,0.2,0.14,2,0.6,28,8202.89,85,2340.41
484,25,0.2,0.14,2,0.6,23,7997.57,191.5,2283.77
485,23,0.15,0.11,14,0.6,18,9711.9,520,3687.43
486,26,0.1,0.11,5,0.8,13,6668.26,69.5,2172.78
487,23,0.15,0.11,14,0.6,13,9710.53,520,3687
488,25,0.1,0.14,8,0.8,13,6994.07,83,2480.75
489,25,0.1,0.14,8,0.8,18,6995.89,81.5,2481.27
490,23,0.05,0.11,5,0.7,23,7913.95,584,2696.05
491,25,0.1,0.14,8,0.8,23,7202.75,85.5,2546.55
492,26,0.05,0.08,2,0.6,13,6510.28,121.5,1982.12
493,26,0.05,0.08,2,0.6,18,6510.97,121.5,1982.31
494,23,0.05,0.11,5,0.7,28,8169.65,505.5,2774.01
495,25,0.1,0.14,8,0.8,28,7597.93,8,2655.89
496,23,0.05,0.11,5,0.7,13,7801.25,609,2660.14
497,26,0.05,0.08,2,0.6,23,6497.13,104.5,1978.05
498,23,0.05,0.11,5,0.7,18,7802.71,609.5,2660.6
499,26,0.05,0.08,2,0.6,28,6671.99,69.5,2025.9
500,25,0.05,0.11,5,0.6,28,6766.83,63,2272.95
501,25,0.05,0.11,5,0.6,23,6574.67,129.5,2218.57
502,25,0.05,0.11,5,0.6,18,6574.32,153,2218.08
503,25,0.05,0.11,5,0.6,13,6573.43,152.5,2217.83
504,22,0.05,0.14,8,0.7,28,8557.98,647,3159.31
505,22,0.05,0.14,8,0.7,18,8142.58,737,3022.58
506,22,0.05,0.14,8,0.7,23,8280.79,715.5,3066.04
507,22,0.05,0.14,8,0.7,13,8140.86,737,3021.99
508,24,0.05,0.14,8,0.6,28,7089.56,281.5,2596.58
509,24,0.05,0.14,8,0.6,23,6902.32,381.5,2542.39
510,24,0.05,0.14,8,0.6,18,6868.99,413,2529.7
511,24,0.05,0.14,8,0.6,13,6867.88,413.5,2529.37
512,23,0.2,0.11,2,0.9,18,9669.14,624,2835.64
513,23,0.2,0.11,2,0.9,13,9666.1,623.5,2834.76
514,26,0.2,0.05,8,0.8,28,10273.95,29,3291.73
515,26,0.2,0.05,8,0.8,23,9911.78,62.5,3191.18
516,26,0.2,0.05,8,0.8,18,9748.38,72.5,3145.23
517,26,0.2,0.05,8,0.8,13,9747.06,72.5,3144.87
518,23,0.2,0.11,2,0.9,28,10642.28,471.5,3130.09
519,23,0.2,0.11,2,0.9,23,10001.68,614.5,2937.71
520,22,0.2,0.14,5,0.9,13,10172.8,736,3227.07
521,23,0.15,0.05,8,0.7,13,11340.26,559.5,3798.11
522,23,0.15,0.05,8,0.7,18,11341.55,559.5,3798.5
523,23,0.15,0.05,8,0.7,23,11400.72,531.5,3816.92
524,23,0.15,0.05,8,0.7,28,11683.94,471.5,3902.75
525,25,0.2,0.08,11,0.8,23,9735.73,59,3355.98
526,25,0.2,0.08,11,0.8,18,9557.62,63.5,3304.58
527,25,0.2,0.08,11,0.8,13,9555.81,64,3304.07
528,22,0.2,0.14,5,0.9,23,10409.87,726,3319.19
529,24,0.15,0.05,2,0.9,18,10106.36,378,2994.01
530,22,0.2,0.14,5,0.9,18,10176.4,736,3228.18
531,24,0.15,0.05,2,0.9,13,10104.23,379.5,2993.41
532,24,0.15,0.05,2,0.9,28,10926.9,191.5,3236.61
533,22,0.2,0.14,5,0.9,28,11208.4,622,3554.79
534,24,0.15,0.05,2,0.9,23,10393.71,366,3080.26
535,25,0.2,0.08,11,0.8,28,10150.29,14,3475.18
536,22,0.1,0.11,5,0.8,28,9776.28,650,3271.04
537,23,0.15,0.08,5,0.9,28,10682.77,439.5,3410.78
538,22,0.1,0.11,5,0.8,18,9125.02,747,3064.58
539,25,0.1,0.08,2,0.7,13,7672.37,169.5,2300.37
540,22,0.1,0.11,5,0.8,23,9335.25,727.5,3132.76
541,25,0.1,0.08,2,0.7,18,7673.51,169.5,2300.68
542,25,0.1,0.08,2,0.7,23,7743.83,149,2320.17
543,22,0.1,0.11,5,0.8,13,9122.76,747.5,3063.85
544,25,0.1,0.08,2,0.7,28,8000.75,78.5,2392.82
545,24,0.1,0.11,5,0.7,28,8152.77,276,2665.19
546,24,0.1,0.11,5,0.7,23,7867.8,408,2581.37
547,24,0.1,0.11,5,0.7,18,7784.41,429,2557.01
548,24,0.1,0.11,5,0.7,13,7782.97,430,2556.59
549,23,0.15,0.08,5,0.9,13,9747.41,580.5,3124.76
550,23,0.15,0.08,5,0.9,23,10077.64,567.5,3225.11
551,23,0.15,0.08,5,0.9,18,9750.15,579,3125.58
552,23,0.1,0.05,2,0.7,13,10376.51,621,3182.01
553,22,0.15,0.11,8,0.9,23,10264.87,703,3547.21
554,22,0.15,0.11,8,0.9,28,10980.3,603,3769.03
555,23,0.1,0.05,2,0.7,18,10377.7,620.5,3182.37
556,23,0.1,0.05,2,0.7,23,10426.2,593,3197.39
557,23,0.1,0.05,2,0.7,28,10691.39,525,3277.14
558,23,0.1,0.14,8,0.7,28,8555.15,464.5,3026.62
559,23,0.1,0.14,8,0.7,23,8236.83,549,2932.73
560,23,0.1,0.14,8,0.7,18,8140.67,571.5,2899.03
561,23,0.1,0.14,8,0.7,13,8138.94,572.5,2898.49
562,22,0.15,0.11,8,0.9,13,9978.33,709,3448.15
563,22,0.15,0.11,8,0.9,18,9981.64,709,3449.21
564,22,0.1,0.08,5,0.7,13,9933.03,748.5,3310.86
565,22,0.1,0.08,5,0.7,18,9934.61,748.5,3311.38
566,22,0.1,0.08,5,0.7,23,10005.64,730,3335.01
567,22,0.1,0.08,5,0.7,28,10308.22,671.5,3430.96
568,26,0.1,0.14,5,0.8,28,6876.28,5.5,2229.46
569,26,0.1,0.14,5,0.8,23,6512.16,56.5,2133.74
570,26,0.1,0.14,5,0.8,18,6301.18,60.5,2067.82
571,26,0.1,0.14,5,0.8,13,6299.61,60.5,2067.39
572,23,0.1,0.08,2,0.8,23,9158.93,605.5,2819.89
573,23,0.1,0.08,2,0.8,28,9567.8,502,2943.98
574,23,0.1,0.08,2,0.8,13,8969.89,627.5,2763.82
575,23,0.1,0.08,2,0.8,18,8971.74,626.5,2764.38
576,22,0.1,0.08,14,0.6,13,10478.1,695,4060.32
577,22,0.1,0.08,14,0.6,28,10712.03,637.5,4141.48
578,22,0.1,0.08,14,0.6,18,10479.38,695,4060.76
579,22,0.1,0.08,14,0.6,23,10489.3,677.5,4069.3
580,25,0.1,0.05,2,0.8,13,8830.57,156,2633.81
581,25,0.1,0.05,2,0.8,23,9001.18,136.5,2681.95
582,25,0.1,0.05,2,0.8,18,8831.91,155.5,2634.18
583,25,0.1,0.05,2,0.8,28,9355.55,82,2782.37
584,25,0.1,0.11,2,0.7,23,7136.46,169,2143.44
585,25,0.1,0.11,2,0.7,28,7403.65,67.5,2218.96
586,26,0.2,0.14,14,0.9,23,8407.05,6,3139.87
587,25,0.1,0.11,2,0.7,13,7055.13,187.5,2120.71
588,25,0.1,0.11,2,0.7,18,7056.38,186.5,2121.05
589,26,0.2,0.14,14,0.9,28,9024.86,0,3315.55
590,24,0.1,0.08,5,0.8,18,8443.07,388.5,2751.15
591,24,0.1,0.08,5,0.8,13,8441.34,388.5,2750.65
592,24,0.1,0.08,5,0.8,28,9029.94,224.5,2923.17
593,24,0.1,0.08,5,0.8,23,8629.36,374,2805.21
594,24,0.1,0.14,5,0.7,13,7370.19,445,2433.74
595,23,0.1,0.11,8,0.8,28,9240.41,438,3232.68
596,24,0.1,0.14,5,0.7,23,7456.76,421,2464.84
597,24,0.1,0.14,5,0.7,18,7371.72,444.5,2434.19
598,26,0.2,0.14,14,0.9,13,8074.96,7,3045.29
599,23,0.1,0.11,8,0.8,13,8597.64,554,3035.83
600,26,0.2,0.14,14,0.9,18,8077.61,7.5,3046.03
601,24,0.1,0.14,5,0.7,28,7754.52,278.5,2546.75
602,23,0.1,0.11,8,0.8,23,8806.32,544.5,3102.13
603,23,0.1,0.11,8,0.8,18,8599.73,553,3036.48
604,22,0.1,0.14,11,0.8,23,9264.3,685,3498.28
605,26,0.05,0.14,8,0.7,18,5846.54,49,2175.4
606,22,0.1,0.14,11,0.8,28,9709.46,608.5,3646.69
607,26,0.05,0.14,8,0.7,23,5982.18,37.5,2215.23
608,26,0.05,0.14,8,0.7,28,6218.35,5.5,2281.65
609,22,0.1,0.14,11,0.8,13,9039.38,697.5,3427.54
610,22,0.1,0.14,11,0.8,18,9041.87,697.5,3428.38
611,26,0.05,0.14,8,0.7,13,5845.37,49,2175.07
612,22,0.15,0.08,2,0.9,28,11289.22,640,3476.43
613,22,0.15,0.08,2,0.9,18,10288.98,752.5,3165.05
614,22,0.15,0.08,2,0.9,23,10649.91,739,3274.31
615,22,0.15,0.08,2,0.9,13,10286.04,752.5,3164.13
616,22,0.15,0.05,2,0.8,13,11862,745,3647.16
617,22,0.15,0.05,2,0.8,18,11863.89,745,3647.76
618,22,0.15,0.05,2,0.8,23,12034.89,728.5,3699.92
619,22,0.15,0.05,2,0.8,28,12449.22,661.5,3830.36
620,26,0.1,0.08,8,0.6,13,7379.72,70.5,2565.71
621,26,0.1,0.08,8,0.6,18,7380.46,71.5,2565.91
622,26,0.1,0.08,8,0.6,23,7385.7,57,2566.62
623,26,0.1,0.08,8,0.6,28,7567.74,36,2617.43
624,22,0.15,0.08,2,0.8,23,10584.85,743.5,3255.42
625,22,0.15,0.08,2,0.8,28,11032.49,673,3395.58
626,22,0.15,0.08,2,0.8,13,10393.98,757.5,3197.16
627,22,0.15,0.08,2,0.8,18,10396.19,757.5,3197.85
628,25,0.1,0.11,11,0.6,13,7520.32,78.5,2824.27
629,25,0.1,0.11,11,0.6,18,7521.32,78,2824.56
630,25,0.1,0.11,11,0.6,23,7542.86,65,2830.93
631,25,0.1,0.11,11,0.6,28,7744.88,28,2889.45
632,24,0.15,0.05,11,0.7,23,10777.82,277.5,3763.77
633,24,0.15,0.05,11,0.7,18,10713.78,301.5,3744.97
634,24,0.15,0.05,11,0.7,13,10712.59,301,3744.62
635,24,0.1,0.14,14,0.6,13,7887.26,335,3160.59
636,24,0.1,0.14,14,0.6,18,7888.48,335.5,3160.96
637,24,0.1,0.14,14,0.6,23,7924.63,315,3173.27
638,24,0.1,0.14,14,0.6,28,8145.5,233.5,3240.26
639,24,0.15,0.05,11,0.7,28,11047.26,188,3843.89
640,23,0.15,0.08,14,0.7,18,10439.69,511.5,3910.02
641,23,0.15,0.08,14,0.7,13,10438.09,511.5,3909.52
642,23,0.15,0.08,14,0.7,28,10837.13,423,4034.56
643,23,0.15,0.08,14,0.7,23,10527.66,493.5,3937.88
644,23,0.05,0.08,5,0.6,13,8509.44,617,2869.6
645,23,0.05,0.08,5,0.6,18,8510.44,617,2869.92
646,23,0.05,0.08,5,0.6,23,8496.27,584.5,2867.96
647,23,0.05,0.08,5,0.6,28,8693.59,525.5,2927.54
648,22,0.05,0.11,8,0.6,28,8816.86,674,3234.45
649,22,0.05,0.11,8,0.6,23,8607.48,720.5,3167.96
650,22,0.05,0.11,8,0.6,18,8596.7,739.5,3159.2
651,22,0.05,0.11,8,0.6,13,8595.41,740,3158.76
652,26,0.1,0.14,14,0.6,13,6787.2,16,2776.97
653,26,0.1,0.14,14,0.6,23,6817.09,9.5,2785.89
654,26,0.1,0.14,14,0.6,18,6788.17,16.5,2777.25
655,26,0.1,0.14,14,0.6,28,7022.98,0.5,2844.95
656,23,0.1,0.05,11,0.6,13,10865.29,541,3901.98
657,23,0.1,0.05,11,0.6,18,10866.2,541,3902.27
658,23,0.1,0.05,11,0.6,23,10848.77,515.5,3899.79
659,23,0.1,0.05,11,0.6,28,11043.6,468.5,3959.23
660,23,0.05,0.05,14,0.9,13,10387.17,488.5,4010.27
661,23,0.05,0.05,14,0.9,18,10389.34,488,4010.98
662,23,0.05,0.05,14,0.9,23,10703.55,473.5,4103.82
663,23,0.05,0.05,14,0.9,28,11255.08,382,4281.43
664,24,0.15,0.08,2,0.9,28,9783.54,216,2895.57
665,24,0.15,0.08,2,0.9,23,9218.24,424,2730.04
666,24,0.15,0.08,2,0.9,18,8884.42,422.5,2630.5
667,24,0.15,0.08,2,0.9,13,8881.99,423,2629.81
668,23,0.15,0.11,5,0.9,28,10036.72,433,3212.98
669,23,0.15,0.11,5,0.9,23,9372.7,573,3020.39
670,23,0.15,0.11,5,0.9,18,9073.79,583,2918.3
671,23,0.15,0.11,5,0.9,13,9070.86,582.5,2917.43
672,24,0.05,0.05,2,0.6,18,9007.96,434.5,2768.49
673,24,0.05,0.05,2,0.6,23,8973.72,395.5,2759.33
674,23,0.1,0.08,2,0.7,28,9342.76,529.5,2875.6
675,24,0.05,0.05,2,0.6,28,9149.24,301.5,2809.99
676,23,0.1,0.08,2,0.7,18,8988.24,643,2769.02
677,22,0.15,0.14,8,0.9,28,10554.5,601,3634.7
678,23,0.1,0.08,2,0.7,23,9057.27,613.5,2790.02
679,22,0.15,0.14,8,0.9,23,9825.18,703.5,3408.29
680,23,0.1,0.08,2,0.7,13,8986.84,643,2768.59
681,22,0.15,0.14,8,0.9,18,9534.89,709,3307.91
682,22,0.15,0.14,8,0.9,13,9531.42,709.5,3306.8
683,25,0.1,0.05,11,0.6,13,9307.16,95.5,3339.82
684,26,0.05,0.11,2,0.6,28,6059.61,60.5,1854.3
685,25,0.1,0.05,11,0.6,18,9307.88,95.5,3340.03
686,25,0.1,0.05,11,0.6,23,9292.2,81.5,3336.06
687,22,0.1,0.11,5,0.7,23,9219.48,738,3094.3
688,26,0.05,0.11,2,0.6,18,5881.55,117.5,1806.01
689,26,0.05,0.11,2,0.6,23,5879.26,99.5,1805.01
690,22,0.1,0.11,5,0.7,28,9537.39,675.5,3195.02
691,25,0.1,0.05,11,0.6,28,9475.65,58.5,3388.56
692,22,0.1,0.11,5,0.7,13,9135,755.5,3066.65
693,26,0.05,0.11,2,0.6,13,5880.78,117.5,1805.8
694,22,0.1,0.11,5,0.7,18,9136.77,755.5,3067.23
695,24,0.05,0.05,2,0.6,13,9007.22,434.5,2768.27
696,25,0.2,0.05,14,0.6,28,11000.77,46.5,3914.96
697,25,0.05,0.14,5,0.6,23,6179.14,137.5,2108.05
698,25,0.05,0.14,5,0.6,28,6355.23,59,2155.79
699,25,0.2,0.05,14,0.6,18,10806.21,76,3859.38
700,25,0.05,0.14,5,0.6,13,6148.75,161,2096.89
701,25,0.05,0.14,5,0.6,18,6149.73,161,2097.17
702,25,0.2,0.05,14,0.6,23,10814.15,64,3861.07
703,24,0.1,0.08,14,0.6,23,8972.14,294.5,3481.5
704,24,0.1,0.08,14,0.6,18,8964.27,315.5,3477.17
705,24,0.1,0.08,14,0.6,13,8963.25,316,3476.86
706,22,0.15,0.05,11,0.7,13,12464.42,695,4408.22
707,24,0.1,0.08,14,0.6,28,9181.98,218,3544.18
708,22,0.15,0.05,11,0.7,28,12826.72,625,4525.98
709,25,0.2,0.05,14,0.6,13,10805.44,75.5,3859.16
710,22,0.15,0.05,11,0.7,18,12465.9,695,4408.7
711,22,0.15,0.05,11,0.7,23,12528.92,673.5,4430.6
712,26,0.2,0.08,8,0.8,13,8692.49,58,2843.1
713,24,0.15,0.14,8,0.9,13,8210.54,347,2807.96
714,24,0.15,0.14,8,0.9,18,8213.41,346,2808.8
715,26,0.2,0.08,8,0.8,23,8874.04,49.5,2894.3
716,26,0.2,0.08,8,0.8,18,8694.05,58,2843.52
717,24,0.15,0.14,8,0.9,23,8526.5,358,2912.33
718,24,0.15,0.14,8,0.9,28,9178.83,185.5,3096.53
719,26,0.2,0.08,8,0.8,28,9263.84,9.5,3002.43
720,23,0.05,0.14,5,0.6,23,7305.75,599,2515.47
721,23,0.05,0.14,5,0.6,28,7491.68,531,2570.81
722,22,0.05,0.08,2,0.6,28,9224.06,723.5,2967.91
723,22,0.05,0.08,2,0.6,23,9023.63,755,2905.49
724,23,0.05,0.14,5,0.6,13,7272.07,635,2502.2
725,23,0.05,0.14,5,0.6,18,7273.28,635,2502.58
726,24,0.2,0.05,8,0.8,23,11417.62,295,3699.27
727,25,0.2,0.11,11,0.8,18,8960.14,58,3130.25
728,25,0.2,0.11,11,0.8,13,8958.18,57.5,3129.7
729,24,0.2,0.05,8,0.8,28,11811.94,177,3815.22
730,25,0.2,0.11,11,0.8,28,9581.84,6,3309.44
731,25,0.2,0.11,11,0.8,23,9147.21,54,3184.25
732,24,0.2,0.05,8,0.8,13,11253.19,317,3651.11
733,24,0.2,0.05,8,0.8,18,11254.83,315.5,3651.58
734,23,0.2,0.08,11,0.8,23,11210.33,510.5,3877
735,23,0.2,0.08,11,0.8,18,11030.7,524.5,3822.45
736,24,0.2,0.14,14,0.8,13,9459.46,300.5,3496.6
737,23,0.2,0.08,11,0.8,28,11662.23,419,4016.2
738,24,0.2,0.14,14,0.8,23,9653.06,299.5,3554.03
739,24,0.2,0.14,14,0.8,18,9461.82,300.5,3497.31
740,24,0.2,0.14,14,0.8,28,10128.53,184,3697.08
741,23,0.2,0.08,11,0.8,13,11028.48,524.5,3821.78
742,22,0.2,0.11,14,0.8,18,11370.53,680.5,4182.73
743,22,0.2,0.11,14,0.8,13,11367.81,680.5,4181.84
744,22,0.2,0.11,14,0.8,28,12060.1,597.5,4405.58
745,22,0.2,0.11,14,0.8,23,11559.13,667.5,4242.46
746,25,0.05,0.05,14,0.9,23,9228.85,55.5,3548.45
747,25,0.05,0.05,14,0.9,18,8920.65,63,3460.42
748,25,0.05,0.05,14,0.9,28,9743.66,15,3701.19
749,26,0.1,0.11,14,0.6,28,7371.68,4,2943.78
750,26,0.1,0.11,14,0.6,23,7172.6,15,2886.87
751,26,0.1,0.11,14,0.6,18,7150.1,27,2880.23
752,25,0.05,0.05,14,0.9,13,8918.77,63,3459.87
753,26,0.1,0.11,14,0.6,13,7149.22,26,2879.98
754,22,0.2,0.05,8,0.8,13,12942.44,706.5,4295.6
755,24,0.05,0.08,2,0.6,23,7677.56,446.5,2383.09
756,24,0.05,0.08,2,0.6,28,7864.49,345,2437.02
757,22,0.2,0.05,8,0.8,18,12944.53,706.5,4296.26
758,26,0.15,0.05,5,0.7,13,8962.33,96.5,2780.82
759,26,0.15,0.05,5,0.7,18,8963.19,96.5,2781.05
760,24,0.05,0.08,2,0.6,13,7692.23,482,2386.65
761,22,0.2,0.05,8,0.8,23,13109.2,683,4347.78
762,22,0.2,0.05,8,0.8,28,13543.13,620,4485.97
763,24,0.05,0.08,2,0.6,18,7693.11,481.5,2386.91
764,26,0.15,0.05,5,0.7,23,9020.75,85,2796.3
765,26,0.15,0.05,5,0.7,28,9261.96,54.5,2862.95
766,26,0.15,0.08,2,0.9,23,7969.99,91,2307.68
767,26,0.15,0.08,2,0.9,18,7624.25,100.5,2210.16
768,23,0.05,0.11,5,0.6,28,7957.65,530.5,2709.03
769,26,0.15,0.08,2,0.9,28,8484.67,21,2449.78
770,23,0.05,0.11,5,0.6,18,7753.65,626,2645.15
771,23,0.05,0.11,5,0.6,23,7759.11,592.5,2650.82
772,25,0.15,0.08,8,0.7,13,8687.64,97,2918.33
773,23,0.05,0.11,5,0.6,13,7752.52,626.5,2644.79
774,25,0.15,0.08,8,0.7,18,8688.85,96.5,2918.67
775,25,0.15,0.08,8,0.7,23,8766.42,83,2940.47
776,25,0.15,0.08,8,0.7,28,9041.82,42.5,3019.14
777,26,0.15,0.08,2,0.9,13,7622.25,100.5,2209.63
778,25,0.15,0.11,5,0.9,13,7805.44,101,2470.76
779,25,0.15,0.11,5,0.9,18,7807.88,100.5,2471.44
780,22,0.05,0.14,8,0.6,23,8124.75,725.5,3019.65
781,25,0.15,0.11,5,0.9,23,8123.65,111,2574.35
782,22,0.05,0.14,8,0.6,28,8323.54,671,3084.54
783,25,0.15,0.11,5,0.9,28,8720.54,14,2734.63
784,22,0.05,0.14,8,0.6,13,8086.29,742.5,3003.73
785,23,0.15,0.14,14,0.7,28,9791.36,420,3716.35
786,22,0.05,0.14,8,0.6,18,8087.65,742.5,3004.2
787,23,0.15,0.14,14,0.7,23,9456.58,487,3611.28
788,23,0.15,0.14,14,0.7,18,9350.57,508.5,3577.83
789,24,0.15,0.11,11,0.7,13,8893.28,339.5,3202.6
790,23,0.15,0.14,14,0.7,13,9348.68,509,3577.24
791,24,0.15,0.11,11,0.7,18,8894.84,339,3203.06
792,24,0.15,0.11,11,0.7,23,8986.93,324.5,3230.44
793,24,0.05,0.11,2,0.6,28,7170.34,358,2235.45
794,24,0.15,0.11,11,0.7,28,9293.67,222,3321.97
795,24,0.05,0.11,2,0.6,13,6978.62,512,2179.5
796,24,0.05,0.11,2,0.6,23,6981.01,479.5,2183.27
797,24,0.05,0.11,2,0.6,18,6979.64,510.5,2179.8
798,23,0.2,0.05,11,0.8,18,12268,522,4201.7
799,23,0.2,0.05,11,0.8,13,12266.09,522,4201.12
800,23,0.2,0.05,11,0.8,28,12850.16,423,4380.04
801,23,0.2,0.05,11,0.8,23,12431.81,499,4251.36
802,22,0.2,0.08,14,0.8,13,12064.88,679.5,4402.14
803,22,0.05,0.05,2,0.6,23,10497.29,743.5,3355.5
804,22,0.05,0.05,2,0.6,18,10536.51,755.5,3363.86
805,22,0.2,0.08,14,0.8,28,12727.9,593,4616.15
806,22,0.2,0.08,14,0.8,23,12248.37,664.5,4460.26
807,22,0.05,0.05,2,0.6,13,10535.59,755.5,3363.55
808,22,0.2,0.08,14,0.8,18,12067.4,679.5,4402.96
809,26,0.15,0.11,11,0.7,13,7664.77,36,2787.67
810,25,0.15,0.05,8,0.7,28,10126.17,62,3335.32
811,26,0.15,0.11,11,0.7,23,7754.07,26.5,2812.6
812,26,0.15,0.11,11,0.7,18,7666,36.5,2788.01
813,26,0.15,0.11,11,0.7,28,8036.61,4,2892.22
814,25,0.2,0.05,5,0.8,13,10307.72,126,3145.86
815,25,0.2,0.05,5,0.8,18,10309.23,126,3146.28
816,25,0.2,0.05,5,0.8,23,10472.26,111.5,3192.82
817,25,0.2,0.05,5,0.8,28,10843.97,63.5,3298.02
818,25,0.15,0.05,8,0.7,18,9811.42,107.5,3245.84
819,25,0.15,0.05,8,0.7,23,9871.73,95,3262.53
820,25,0.15,0.05,8,0.7,13,9810.42,108,3245.56
821,25,0.15,0.14,14,0.7,18,8081.29,50,3122.28
822,25,0.15,0.14,14,0.7,13,8079.77,50.5,3121.84
823,23,0.2,0.11,11,0.8,28,11026.32,413.5,3821.46
824,25,0.15,0.14,14,0.7,28,8490.12,3,3242.18
825,23,0.2,0.11,11,0.8,23,10552.39,510.5,3675.38
826,25,0.15,0.14,14,0.7,23,8179.58,44,3151.03
827,23,0.2,0.11,11,0.8,18,10364.46,526,3618.22
828,24,0.2,0.08,8,0.8,13,10074.84,353,3299.3
829,23,0.2,0.11,11,0.8,13,10362.05,526,3617.49
830,24,0.2,0.08,8,0.8,18,10076.8,350.5,3299.86
831,24,0.2,0.08,8,0.8,23,10255.59,337,3352.44
832,24,0.2,0.08,8,0.8,28,10680.64,206.5,3477.33
833,22,0.2,0.14,14,0.8,28,11642.94,596,4273.85
834,22,0.2,0.14,14,0.8,23,11128.11,666.5,4106.25
835,22,0.2,0.14,14,0.8,18,10934.05,680,4044.91
836,22,0.2,0.14,14,0.8,13,10931.19,680,4043.98
837,26,0.15,0.14,8,0.9,13,7032.74,39.5,2416.29
838,26,0.15,0.14,8,0.9,23,7366.7,31.5,2522.24
839,26,0.15,0.14,8,0.9,18,7035.14,39.5,2416.95
840,26,0.15,0.14,8,0.9,28,7953.07,0,2676.94
841,22,0.05,0.05,2,0.6,28,10684.95,704.5,3413.76
842,22,0.05,0.08,2,0.6,18,9041.93,769.5,2907.84
843,22,0.05,0.08,2,0.6,13,9040.82,769.5,2907.47
844,26,0.05,0.14,8,0.6,23,5838.02,45,2174.76
